Cites,Authors,Title,Language,Year,Field,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
2,"杨蕾, 陈维扬, 白宝玉, 钟年",累积文化演化的内在机制: 实验证据,Chinese,2023,Anthropology,心理科学进展,journal.psych.ac.cn,https://journal.psych.ac.cn/xlkxjz/CN/10.3724/SP.J.1042.2023.00866,"https://scholar.google.com/scholar?cites=1527198386510827320&as_sdt=805&sciodt=0,3&hl=en",46,2/8/2025 17:05,HTML,10.3724/SP.J.1042.2023.00866,,,,,,,2,1,1,4,2,"累积文化演化(Cumulative Cultural Evolution, CCE) 指随着时间推移, 通过个体或群体间的多种社会传递和修改创新, 人类文化在效率, 功能, 复杂性等方面发生了适应性的变化 …",https://journal.psych.ac.cn/xlkxjz/CN/10.3724/SP.J.1042.2023.00866,"https://scholar.google.com/scholar?q=related:OA-HUdeyMRUJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
0,"MC Nelson, M Hegmon, KW Kintigh, AP Kinzig, BA Nelson, JM Anderies, ...",長期的脆弱性與恢復力: 美國西南部與墨西哥北部考古學研究的實例,Chinese,2013,Archaeology,考古學與永續發展研究,,,https://scholar.google.com,94,2/8/2025 12:42,Book chapter,,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=8B39PWQAAAAJ&pagesize=100&citation_for_view=8B39PWQAAAAJ:RHpTSmoSYBkC,,,93,117,0,0,0,7,12,,,
2,"李晓, 周丁扬",农业系统恢复力研究进展综述,Chinese,2015,Sustainability,资源科学,resci.cn,http://www.resci.cn/CN/abstract/abstract37968.shtml,"https://scholar.google.com/scholar?cites=11703470138392078474&as_sdt=805&sciodt=0,3&hl=en",56,2/8/2025 16:41,,,,,,,,,2,0.2,1,2,10,"恢复力作为社会-生态系统的一个重要属性, 是复杂系统实施可持续发展的重要途径之一. 在已有认识和研究成果的基础上, 本文首先概述了关于恢复力及农业系统恢复力概念的观点 …",,"https://scholar.google.com/scholar?q=related:imhAThUUa6IJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
0,MJ Haque,Machine Learning Based Automatic Pattern Analysis for Banking Data with Improved Feature Selection,English,2019,Computer/Data Science,,103.109.52.4,http://103.109.52.4/bitstream/handle/52243/824/MSCSE%20Thesis-Jayed%28012162029%2923.02.2019%20.pdf?sequence=1&isAllowed=y,,36,2/8/2025 16:41,PDF,,,,,,,,0,0,0,1,6,"A very famous adage of Adam Smith,“All money is a matter of belief”. It is, of course, the beginning of the first use of money was observed when the supply of demanded product …",http://103.109.52.4/bitstream/handle/52243/824/MSCSE%20Thesis-Jayed%28012162029%2923.02.2019%20.pdf?sequence=1&isAllowed=y,"https://scholar.google.com/scholar?q=related:R4gtOG_2tB8J:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
0,"MJ LeFebvre, JM Erlandson, SM Fitzpatrick","Archaeology as Sustainability Science: Perspectives from Ancient Island Societies. Sustainability 2022, 14, 9689",English,2022,Archaeology,,academia.edu,https://www.academia.edu/download/89326725/LeFebvre_et_al_Archaeology_as_Sustainability_Science_Sustainability_2022.pdf,,151,2/9/2025 10:40,PDF,,,,,,,,0,0,0,3,3,"Humans and the diverse ecosystems we inhabit face numerous sustainability challenges due to climate change, rising seas, population growth, overfishing, natural habitat …",https://www.academia.edu/download/89326725/LeFebvre_et_al_Archaeology_as_Sustainability_Science_Sustainability_2022.pdf,"https://scholar.google.com/scholar?q=related:lKv0GFnWZecJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
0,K THROGMORTON,PEOPLEHOOD AND THE POLITICAL POWER OF LANDSCAPE CHANGE: CHACOAN INTERVENTIONS IN THE NORTHERN SAN JUAN REGION,English,2019,Archaeology,,academia.edu,https://www.academia.edu/download/60449838/Throgmorton_Dissertation_July_201920190831-113487-11k4wxv.pdf,,101,2/8/2025 20:16,PDF,,,,,,,,0,0,0,1,6,PEOPLEHOOD AND THE POLITICAL POWER OF LANDSCAPE CHANGE: CHACOAN INTERVENTIONS IN THE NORTHERN SAN JUAN REGION BY KELLAM THROGMOR Page 1 …,https://www.academia.edu/download/60449838/Throgmorton_Dissertation_July_201920190831-113487-11k4wxv.pdf,"https://scholar.google.com/scholar?q=related:PlylsH4eulgJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
0,J Holland-Lulewicz,38 Networks and Sociopolitical Organization,English,2023,Archaeology,,academia.edu,https://www.academia.edu/download/107980111/Holland_Lulewicz_2023_Networks_and_Politics.pdf,,63,2/8/2025 17:05,PDF,,,,,,,,0,0,0,1,2,Archaeological network analysis provides a set of robust methodological tools to empirically describe and evaluate sociopolitical histories. Network analyses allow archaeologists to …,https://www.academia.edu/download/107980111/Holland_Lulewicz_2023_Networks_and_Politics.pdf,"https://scholar.google.com/scholar?q=related:NFRD4Nw3YFYJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
1,N AbiGhanem,Civil Society Organizations in Demobilization and Reintegration: the Ties and Lives of Ex-combatants in Lebanon,English,2021,Political Science,,academia.edu,https://www.academia.edu/download/91914836/abighanemnassimv21oct21public.pdf,"https://scholar.google.com/scholar?cites=12439351804577814133&as_sdt=805&sciodt=0,3&hl=en",79,2/8/2025 17:05,PDF,,,,,,,,1,0.25,1,1,4,"The efforts of local Civil Society Organizations (CSOs) often go unnoticed in the process of Disarmament, Demobilization and Registration (DDR). In theory and in practice, activities …",https://www.academia.edu/download/91914836/abighanemnassimv21oct21public.pdf,"https://scholar.google.com/scholar?q=related:dZb5S490oawJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
0,K Lin,Pottery Production and Social Complexity of the Bronze Age Cultures on the Chengdu Plain,English,2013,Archaeology,,academia.edu,https://www.academia.edu/download/76401790/3hs2d6k8.pdf,,75,2/8/2025 17:05,PDF,,,,,,,,0,0,0,1,12,UCLA Electronic Theses and Dissertations Page 1 UCLA UCLA Electronic Theses and Dissertations Title Pottery Production and Social Complexity of the Bronze Age Cultures on the …,https://www.academia.edu/download/76401790/3hs2d6k8.pdf,"https://scholar.google.com/scholar?q=related:Kb0yn82cya8J:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
661,"P Martin-Breen, JM Anderies",Resilience: A literature review,English,2011,Sustainability,,academia.edu,https://www.academia.edu/download/32838832/Resilience-_A_Literature_Review.pdf,"https://scholar.google.com/scholar?cites=10749653673756744421&as_sdt=805&sciodt=0,3&hl=en",3,2/8/2025 17:05,PDF,,,,,,,,661,47.21,331,2,14,"Resilience implies stability in the face of change, but to define it as such leaves open many questions: What is stable? Which sort of change? Over what span of time? Answers to these …",https://www.academia.edu/download/32838832/Resilience-_A_Literature_Review.pdf,"https://scholar.google.com/scholar?q=related:5Vq-6g9xLpUJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
0,J Holland-Lulewicz,38 Networks and Sociopolitical Organization,English,2023,Archaeology,,academia.edu,https://www.academia.edu/download/107980111/Holland_Lulewicz_2023_Networks_and_Politics.pdf,,38,2/8/2025 16:41,PDF,,,,,,,,0,0,0,1,2,Archaeological network analysis provides a set of robust methodological tools to empirically describe and evaluate sociopolitical histories. Network analyses allow archaeologists to …,https://www.academia.edu/download/107980111/Holland_Lulewicz_2023_Networks_and_Politics.pdf,"https://scholar.google.com/scholar?q=related:NFRD4Nw3YFYJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
1,"RJ DiNapoli, CP Lipo, TL Hunt","Triumph of the Commons: Sustainable Community Practices on Rapa Nui (Easter Island). Sustainability 2021, 13, 12118",English,2021,Archaeology,,academia.edu,https://www.academia.edu/download/76972782/pdf.pdf,"https://scholar.google.com/scholar?cites=9806175269939828861&as_sdt=805&sciodt=0,3&hl=en",57,2/8/2025 16:41,PDF,,,,,,,,1,0.25,0,3,4,The history of Rapa Nui (Easter Island) has long been framed as a parable for how societies can fail catastrophically due to the selfish actions of individuals and a failure to wisely …,https://www.academia.edu/download/76972782/pdf.pdf,"https://scholar.google.com/scholar?q=related:fdj74XOIFogJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
0,J Bracewell,"Monuments, territories and post-sedentism among the pre-historic hunter-gatherers of coastal northern Finland",English,2020,Archaeology,,academia.edu,https://www.academia.edu/download/65674311/Bracewell_Jennifer_Anthropology_thesis_Final.pdf,,53,2/8/2025 16:41,PDF,,,,,,,,0,0,0,1,5,This thesis considers the role of monuments in the social construction of landscape over a six-thousand-year period in northern Finland. Using Cultural Virus Theory and a Resilience …,https://www.academia.edu/download/65674311/Bracewell_Jennifer_Anthropology_thesis_Final.pdf,"https://scholar.google.com/scholar?q=related:8mNIzpcMFbIJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
0,K THROGMORTON,PEOPLEHOOD AND THE POLITICAL POWER OF LANDSCAPE CHANGE: CHACOAN INTERVENTIONS IN THE NORTHERN SAN JUAN REGION,English,2019,Archaeology,,academia.edu,https://www.academia.edu/download/60449838/Throgmorton_Dissertation_July_201920190831-113487-11k4wxv.pdf,,52,2/8/2025 16:41,PDF,,,,,,,,0,0,0,1,6,PEOPLEHOOD AND THE POLITICAL POWER OF LANDSCAPE CHANGE: CHACOAN INTERVENTIONS IN THE NORTHERN SAN JUAN REGION BY KELLAM THROGMOR Page 1 …,https://www.academia.edu/download/60449838/Throgmorton_Dissertation_July_201920190831-113487-11k4wxv.pdf,"https://scholar.google.com/scholar?q=related:PlylsH4eulgJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
3,GL Trask,Analyzing style in classic mimbres black-on-white geometric pottery designs,English,2016,Archaeology,,academia.edu,https://www.academia.edu/download/49077046/Trask_-_2016_-_MA_Thesis_-_Style_in_Geometric_Designs.pdf,"https://scholar.google.com/scholar?cites=2896572960782553566&as_sdt=805&sciodt=0,3&hl=en",32,2/8/2025 16:41,PDF,,,,,,,,3,0.33,3,1,9,"A picture starts as nothing and becomes a microcosm, a model universe that has its own physical and structural laws. So long as it exists, it transcends whatever aesthetic values …",https://www.academia.edu/download/49077046/Trask_-_2016_-_MA_Thesis_-_Style_in_Geometric_Designs.pdf,"https://scholar.google.com/scholar?q=related:3hFy2cKxMigJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
0,G Alberti,"La cronologia del Bronzo Medio in Sicilia: sintesi, problemi, e prospettive",Spanish,2019,Archaeology,,academia.edu,https://www.academia.edu/download/89144326/Alberti_2019.pdf,,48,2/8/2025 12:57,PDF,,,,,,,,0,0,0,1,6,La cronologia del Bronzo Medio (BM) in Sicilia continua a essere un problema particolarmente sentito nell'ambito degli studi sui contesti di facies Thapsos-Milazzese. A …,https://www.academia.edu/download/89144326/Alberti_2019.pdf,"https://scholar.google.com/scholar?q=related:xzm2jykLRO4J:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
0,MBH Cool,Basic Statistical Graphics for Archaeology with R: Life Beyond Excel,English,2016,Mathematics and Statistics,,academia.edu,https://www.academia.edu/download/49858912/Basic_Statistical_Graphics_final.pdf,,47,2/8/2025 12:57,PDF,,,,,,,,0,0,0,1,9,"“Everything starts somewhere, though many physicists disagree. But people have always been dimly aware of the problem with the start of things.” The genesis of this text is multiple …",https://www.academia.edu/download/49858912/Basic_Statistical_Graphics_final.pdf,"https://scholar.google.com/scholar?q=related:5Yuu6x-FNhIJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
0,K THROGMORTON,PEOPLEHOOD AND THE POLITICAL POWER OF LANDSCAPE CHANGE: CHACOAN INTERVENTIONS IN THE NORTHERN SAN JUAN REGION,English,2019,Archaeology,,academia.edu,https://www.academia.edu/download/60449838/Throgmorton_Dissertation_July_201920190831-113487-11k4wxv.pdf,,12,2/8/2025 12:45,PDF,,,,,,,,0,0,0,1,6,PEOPLEHOOD AND THE POLITICAL POWER OF LANDSCAPE CHANGE: CHACOAN INTERVENTIONS IN THE NORTHERN SAN JUAN REGION BY KELLAM THROGMOR Page 1 …,https://www.academia.edu/download/60449838/Throgmorton_Dissertation_July_201920190831-113487-11k4wxv.pdf,"https://scholar.google.com/scholar?q=related:PlylsH4eulgJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
0,ZM Overfield,Resurrecting Old Pattonia: Uncovering The Lifeways Of A 19th Century Shipping Port Community,English,2014,Archaeology,,academia.edu,https://www.academia.edu/download/49021787/Overfield_2013_Thesis.pdf,,3,2/8/2025 12:45,PDF,,,,,,,,0,0,0,1,11,"Zachary M. Overfield, MA The University of Texas at Arlington, 2013 Supervising Professor: Naomi E. Cleghorn An East Texas steamboat landing community, known as Pattonia …",https://www.academia.edu/download/49021787/Overfield_2013_Thesis.pdf,"https://scholar.google.com/scholar?q=related:ScDZJzx2xIAJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
31,C Crumley,New paths into the Anthropocene: applying historical ecologies to the human future,English,2015,Archaeology,,academic.oup.com,https://academic.oup.com/edited-volume/38575/chapter/334569511?searchresult=1&utm_source=TrendMD&utm_medium=cpc&utm_campaign=Oxford_Handbooks_TrendMD_0,"https://scholar.google.com/scholar?cites=9497459924209048987&as_sdt=805&sciodt=0,3&hl=en",78,2/13/2025 9:01,,,,,,,,,31,3.1,31,1,10,"Historical ecology is a practical framework of concepts and methods for studying the past and future of the relationship between people and their environments. Its holistic, ethical …",https://www.researchgate.net/profile/Carole-Crumley/publication/291786107_New_Paths_into_the_Anthropocene_of_a_single_chapter_of_a_title_in_Oxford_Handbooks_Online_for_personal_use_for_details_see_Privacy_Policy_New_Paths_into_the_Anthropocene_Applying_Historical_Ecologies_/links/56a5ef4c08ae232fb2097edc/New-Paths-into-the-Anthropocene-of-a-single-chapter-of-a-title-in-Oxford-Handbooks-Online-for-personal-use-for-details-see-Privacy-Policy-New-Paths-into-the-Anthropocene-Applying-Historical-Ecologies.pdf,"https://scholar.google.com/scholar?q=related:mx39OnvBzYMJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
4,"J Grujić, M Radivojević",Community detection,English,2023,Network Science,,academic.oup.com,https://academic.oup.com/edited-volume/55203/chapter/428157365,"https://scholar.google.com/scholar?cites=16172357570056737623&as_sdt=805&sciodt=0,3&hl=en",96,2/10/2025 13:23,,,,,,,,,4,2,2,2,2,"We critically review the application of community detection in archaeology, as well as its potential to be developed on archaeological big data. The challenges in applying …",https://discovery.ucl.ac.uk/id/eprint/10200760/1/Radivojevic_Grujic%20Radivojevic%202023%20Chapter%2036%20Community%20Networks%20Oxf%20Handbook%20of%20Arch%20Networks.pdf,"https://scholar.google.com/scholar?q=related:V9PUb4bBb-AJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
1,F Coward,More than the Sum of their Parts? Networks as Methods and as Heuristics in Cognitive Archaeology,English,2022,Archaeology,,academic.oup.com,https://academic.oup.com/edited-volume/41984/chapter/396596411,"https://scholar.google.com/scholar?cites=5070410859847074835&as_sdt=805&sciodt=0,3&hl=en",79,2/10/2025 13:23,,,,,,,,,1,0.33,1,1,3,"Cognitive evolution is driven by network variables, including adaptive changes in group size, population density and effective population size, and the connectivity among …",https://www.researchgate.net/profile/Fiona-Coward/publication/368761509_More_than_the_Sum_of_their_Parts_Networks_as_Methods_and_as_Heuristics_in_Cognitive_Archaeology/links/63ff7b960d98a97717ca86c9/More-than-the-Sum-of-their-Parts-Networks-as-Methods-and-as-Heuristics-in-Cognitive-Archaeology.pdf,"https://scholar.google.com/scholar?q=related:E8R3FtC3XUYJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
1,F Coward,More than the Sum of their Parts? Networks as Methods and as Heuristics in Cognitive Archaeology,English,2022,Archaeology,,academic.oup.com,https://academic.oup.com/edited-volume/41984/chapter/396596411,"https://scholar.google.com/scholar?cites=5070410859847074835&as_sdt=805&sciodt=0,3&hl=en",71,2/9/2025 10:40,,,,,,,,,1,0.33,1,1,3,"Cognitive evolution is driven by network variables, including adaptive changes in group size, population density and effective population size, and the connectivity among …",https://www.researchgate.net/profile/Fiona-Coward/publication/368761509_More_than_the_Sum_of_their_Parts_Networks_as_Methods_and_as_Heuristics_in_Cognitive_Archaeology/links/63ff7b960d98a97717ca86c9/More-than-the-Sum-of-their-Parts-Networks-as-Methods-and-as-Heuristics-in-Cognitive-Archaeology.pdf,"https://scholar.google.com/scholar?q=related:E8R3FtC3XUYJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
1,"B Bach, M van Garderen",Beyond the Node-Link Diagram: A Fast Forward about Network Visualization for Archaeology,English,2023,Archaeology,,academic.oup.com,https://academic.oup.com/edited-volume/55203/chapter/428154941,"https://scholar.google.com/scholar?cites=10182799923611636474&as_sdt=805&sciodt=0,3&hl=en",40,2/8/2025 20:16,,,,,,,,,1,0.5,1,2,2,This chapter gives an overview over visualization techniques beyond the node-link diagram. Node-link diagrams are by far the most common visual representation to visualize networks …,,"https://scholar.google.com/scholar?q=related:-hK_aZSSUI0J:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
1,"C Knappett, A Mol",Network Epistemologies in Archaeology,English,2023,Archaeology,,academic.oup.com,https://academic.oup.com/edited-volume/55203/chapter/428157748,"https://scholar.google.com/scholar?cites=5505620535388704186&as_sdt=805&sciodt=0,3&hl=en",43,2/8/2025 20:16,,,,,,,,,1,0.5,1,2,2,In this chapter we argue that network approaches can bridge the divergent epistemologies through which relations are addressed in the discipline of archaeology. We identify three …,,"https://scholar.google.com/scholar?q=related:uo3w97TkZ0wJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
1,F Coward,More than the Sum of their Parts? Networks as Methods and as Heuristics in Cognitive Archaeology,English,2022,Archaeology,,academic.oup.com,https://academic.oup.com/edited-volume/41984/chapter/396596411,"https://scholar.google.com/scholar?cites=5070410859847074835&as_sdt=805&sciodt=0,3&hl=en",75,2/8/2025 20:16,,,,,,,,,1,0.33,1,1,3,"Cognitive evolution is driven by network variables, including adaptive changes in group size, population density and effective population size, and the connectivity among …",https://www.researchgate.net/profile/Fiona-Coward/publication/368761509_More_than_the_Sum_of_their_Parts_Networks_as_Methods_and_as_Heuristics_in_Cognitive_Archaeology/links/63ff7b960d98a97717ca86c9/More-than-the-Sum-of-their-Parts-Networks-as-Methods-and-as-Heuristics-in-Cognitive-Archaeology.pdf,"https://scholar.google.com/scholar?q=related:E8R3FtC3XUYJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
5,C Knappett,Networks in archaeology,English,2020,Archaeology,,academic.oup.com,https://academic.oup.com/edited-volume/34294/chapter/290741986?searchresult=1&utm_source=TrendMD&utm_medium=cpc&utm_campaign=Oxford_Academic_Books_TrendMD_0,"https://scholar.google.com/scholar?cites=16010344202167194966&as_sdt=805&sciodt=0,3&hl=en",63,2/8/2025 20:16,,,,,,,,,5,1,5,1,5,This chapter reviews the prolific recent uptake of network concepts and methods in archaeology. Quite different kinds of models have proven popular—some use theoretical …,,"https://scholar.google.com/scholar?q=related:VhXptTkrMN4J:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
1,"B Bach, M van Garderen",Beyond the Node-Link Diagram: A Fast Forward about Network Visualization for Archaeology,English,2023,Archaeology,,academic.oup.com,https://academic.oup.com/edited-volume/55203/chapter/428154941,"https://scholar.google.com/scholar?cites=10182799923611636474&as_sdt=805&sciodt=0,3&hl=en",42,2/8/2025 20:15,,,,,,,,,1,0.5,1,2,2,This chapter gives an overview over visualization techniques beyond the node-link diagram. Node-link diagrams are by far the most common visual representation to visualize networks …,,"https://scholar.google.com/scholar?q=related:-hK_aZSSUI0J:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
1,"C Knappett, A Mol",Network Epistemologies in Archaeology,English,2023,Archaeology,,academic.oup.com,https://academic.oup.com/edited-volume/55203/chapter/428157748,"https://scholar.google.com/scholar?cites=5505620535388704186&as_sdt=805&sciodt=0,3&hl=en",43,2/8/2025 20:15,,,,,,,,,1,0.5,1,2,2,In this chapter we argue that network approaches can bridge the divergent epistemologies through which relations are addressed in the discipline of archaeology. We identify three …,,"https://scholar.google.com/scholar?q=related:uo3w97TkZ0wJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
0,"J Munson, BJ Mills, T Brughmans, MA Peeples",Anticipating the Next Wave of Archaeological Network Research,English,2023,Archaeology,,academic.oup.com,https://academic.oup.com/edited-volume/55203/chapter/426552001,,65,2/8/2025 20:15,,,,,,,,,0,0,0,4,2,Jessica Munson is Associate Professor in the Department of Anthropology-Sociology at Lycoming College. Her research combines archaeological fieldwork with quantitative …,,"https://scholar.google.com/scholar?q=related:w8pyk9Pv2pgJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
1,F Coward,More than the Sum of their Parts? Networks as Methods and as Heuristics in Cognitive Archaeology,English,2022,Archaeology,,academic.oup.com,https://academic.oup.com/edited-volume/41984/chapter/396596411,"https://scholar.google.com/scholar?cites=5070410859847074835&as_sdt=805&sciodt=0,3&hl=en",68,2/8/2025 20:15,,,,,,,,,1,0.33,1,1,3,"Cognitive evolution is driven by network variables, including adaptive changes in group size, population density and effective population size, and the connectivity among …",https://www.researchgate.net/profile/Fiona-Coward/publication/368761509_More_than_the_Sum_of_their_Parts_Networks_as_Methods_and_as_Heuristics_in_Cognitive_Archaeology/links/63ff7b960d98a97717ca86c9/More-than-the-Sum-of-their-Parts-Networks-as-Methods-and-as-Heuristics-in-Cognitive-Archaeology.pdf,"https://scholar.google.com/scholar?q=related:E8R3FtC3XUYJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
5,C Knappett,Networks in archaeology,English,2020,Archaeology,,academic.oup.com,https://academic.oup.com/edited-volume/34294/chapter/290741986?searchresult=1&utm_source=TrendMD&utm_medium=cpc&utm_campaign=Oxford_Academic_Books_TrendMD_0,"https://scholar.google.com/scholar?cites=16010344202167194966&as_sdt=805&sciodt=0,3&hl=en",60,2/8/2025 20:15,,,,,,,,,5,1,5,1,5,This chapter reviews the prolific recent uptake of network concepts and methods in archaeology. Quite different kinds of models have proven popular—some use theoretical …,,"https://scholar.google.com/scholar?q=related:VhXptTkrMN4J:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
1,F Coward,More than the Sum of their Parts? Networks as Methods and as Heuristics in Cognitive Archaeology,English,2022,Archaeology,,academic.oup.com,https://academic.oup.com/edited-volume/41984/chapter/396596411,"https://scholar.google.com/scholar?cites=5070410859847074835&as_sdt=805&sciodt=0,3&hl=en",50,2/8/2025 17:05,,,,,,,,,1,0.33,1,1,3,"Cognitive evolution is driven by network variables, including adaptive changes in group size, population density and effective population size, and the connectivity among …",https://www.researchgate.net/profile/Fiona-Coward/publication/368761509_More_than_the_Sum_of_their_Parts_Networks_as_Methods_and_as_Heuristics_in_Cognitive_Archaeology/links/63ff7b960d98a97717ca86c9/More-than-the-Sum-of-their-Parts-Networks-as-Methods-and-as-Heuristics-in-Cognitive-Archaeology.pdf,"https://scholar.google.com/scholar?q=related:E8R3FtC3XUYJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
5,C Knappett,Networks in archaeology,English,2020,Archaeology,,academic.oup.com,https://academic.oup.com/edited-volume/34294/chapter/290741986?searchresult=1&utm_source=TrendMD&utm_medium=cpc&utm_campaign=Oxford_Academic_Books_TrendMD_0,"https://scholar.google.com/scholar?cites=16010344202167194966&as_sdt=805&sciodt=0,3&hl=en",53,2/8/2025 17:05,,,,,,,,,5,1,5,1,5,This chapter reviews the prolific recent uptake of network concepts and methods in archaeology. Quite different kinds of models have proven popular—some use theoretical …,,"https://scholar.google.com/scholar?q=related:VhXptTkrMN4J:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
4,"J Grujić, M Radivojević",Community detection,English,2023,Archaeology,,academic.oup.com,https://academic.oup.com/edited-volume/55203/chapter/428157365,"https://scholar.google.com/scholar?cites=16172357570056737623&as_sdt=805&sciodt=0,3&hl=en",19,2/8/2025 16:41,,,,,,,,,4,2,2,2,2,"We critically review the application of community detection in archaeology, as well as its potential to be developed on archaeological big data. The challenges in applying …",https://discovery.ucl.ac.uk/id/eprint/10200760/1/Radivojevic_Grujic%20Radivojevic%202023%20Chapter%2036%20Community%20Networks%20Oxf%20Handbook%20of%20Arch%20Networks.pdf,"https://scholar.google.com/scholar?q=related:V9PUb4bBb-AJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
0,"J Munson, BJ Mills, T Brughmans, MA Peeples",Anticipating the Next Wave of Archaeological Network Research,English,2023,Archaeology,,academic.oup.com,https://academic.oup.com/edited-volume/55203/chapter/426552001,,28,2/8/2025 16:41,,,,,,,,,0,0,0,4,2,Jessica Munson is Associate Professor in the Department of Anthropology-Sociology at Lycoming College. Her research combines archaeological fieldwork with quantitative …,,"https://scholar.google.com/scholar?q=related:w8pyk9Pv2pgJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
1,F Coward,More than the Sum of their Parts? Networks as Methods and as Heuristics in Cognitive Archaeology,English,2022,Archaeology,,academic.oup.com,https://academic.oup.com/edited-volume/41984/chapter/396596411,"https://scholar.google.com/scholar?cites=5070410859847074835&as_sdt=805&sciodt=0,3&hl=en",37,2/8/2025 16:41,,,,,,,,,1,0.33,1,1,3,"Cognitive evolution is driven by network variables, including adaptive changes in group size, population density and effective population size, and the connectivity among …",https://www.researchgate.net/profile/Fiona-Coward/publication/368761509_More_than_the_Sum_of_their_Parts_Networks_as_Methods_and_as_Heuristics_in_Cognitive_Archaeology/links/63ff7b960d98a97717ca86c9/More-than-the-Sum-of-their-Parts-Networks-as-Methods-and-as-Heuristics-in-Cognitive-Archaeology.pdf,"https://scholar.google.com/scholar?q=related:E8R3FtC3XUYJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
21,RM Van Dyke,Sacred geographies,English,2017,Archaeology,,academic.oup.com,https://academic.oup.com/edited-volume/34650/chapter-abstract/295242816?redirectedFrom=fulltext&itm_content=Oxford_Academic_Books_0&itm_campaign=Oxford_Academic_Books&itm_source=trendmd-widget&itm_medium=sidebar,"https://scholar.google.com/scholar?cites=17590148271097146879&as_sdt=805&sciodt=0,3&hl=en",12,2/8/2025 16:41,,,,,,,,,21,2.63,21,1,8,"For indigenous peoples in the Southwest, sacred geographies are bound up with histories, religious practices, and cosmologies. Axis mundi and memory anchors create connections …",https://www.academia.edu/download/54511155/Oxford_Handbook_of_SW_Arch_Ch_38.pdf,"https://scholar.google.com/scholar?q=related:_20y7afCHPQJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
1,"C Knappett, A Mol",Network Epistemologies in Archaeology,English,2023,Archaeology,,academic.oup.com,https://academic.oup.com/edited-volume/55203/chapter/428157748,"https://scholar.google.com/scholar?cites=5505620535388704186&as_sdt=805&sciodt=0,3&hl=en",16,2/8/2025 12:57,,,,,,,,,1,0.5,1,2,2,In this chapter we argue that network approaches can bridge the divergent epistemologies through which relations are addressed in the discipline of archaeology. We identify three …,,"https://scholar.google.com/scholar?q=related:uo3w97TkZ0wJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
